POSTE;NOM;LON;LAT;ALT;DATE;RR;TN;TX;FXI;DXI;FXY;DXY;INST;ETPMON
76217001;DIEPPE;1.089;49.932;38;24/02/2020;2;8,6;12,8;19,5;230;10,8;230;;
76217001;DIEPPE;1.089;49.932;38;25/02/2020;6,2;5,1;9,2;25,2;260;14,4;280;;
76217001;DIEPPE;1.089;49.932;38;26/02/2020;4,2;4,6;8,1;22,1;300;14;310;;
76217001;DIEPPE;1.089;49.932;38;27/02/2020;8,1;1,9;8,3;21,5;330;15;330;;
76217001;DIEPPE;1.089;49.932;38;28/02/2020;2,2;2;12;;;;;;
76217001;DIEPPE;1.089;49.932;38;29/02/2020;6,2;4,7;11,1;28,8;270;12,7;250;;
76217001;DIEPPE;1.089;49.932;38;01/03/2020;0,2;4,9;8,8;17,1;230;8,5;220;;
76217001;DIEPPE;1.089;49.932;38;02/03/2020;2,8;5,7;8,7;17,8;280;10,8;320;;
76217001;DIEPPE;1.089;49.932;38;03/03/2020;2,2;3,7;8,9;17;240;9,1;240;;
76217001;DIEPPE;1.089;49.932;38;04/03/2020;5,8;4;9,3;12,8;160;6,4;170;;
76217001;DIEPPE;1.089;49.932;38;05/03/2020;15,5;7,2;10,9;22,8;290;15;320;;
76217001;DIEPPE;1.089;49.932;38;06/03/2020;0;6,2;8,6;18,2;320;13;320;;
76217001;DIEPPE;1.089;49.932;38;07/03/2020;0;2,4;10,6;11;180;6;190;;
76217001;DIEPPE;1.089;49.932;38;08/03/2020;2;8,6;11,8;17,2;190;8,7;190;;
76217001;DIEPPE;1.089;49.932;38;09/03/2020;6,8;6,4;11,3;19,9;290;10,7;300;;
76217001;DIEPPE;1.089;49.932;38;10/03/2020;0,8;7,1;13,9;21,9;260;11,5;240;;
76217001;DIEPPE;1.089;49.932;38;11/03/2020;4,2;11,8;14,3;16,7;200;8,7;230;;
76217001;DIEPPE;1.089;49.932;38;12/03/2020;1,6;6,5;11,2;23,4;260;11,6;250;;
76217001;DIEPPE;1.089;49.932;38;13/03/2020;2,4;5,7;10,6;17,7;270;10,4;240;;
76217001;DIEPPE;1.089;49.932;38;14/03/2020;3;6,2;11,1;12,5;270;7;260;;
76217001;DIEPPE;1.089;49.932;38;15/03/2020;0;7,8;14,6;12,8;200;6,4;190;;
76217001;DIEPPE;1.089;49.932;38;16/03/2020;0;8,1;10,3;8,1;10;5,6;350;;
76217001;DIEPPE;1.089;49.932;38;17/03/2020;0;1,4;13,7;6,2;160;4,2;170;;
76217001;DIEPPE;1.089;49.932;38;18/03/2020;0;3,5;14,3;6,6;150;4,6;160;;
76217001;DIEPPE;1.089;49.932;38;19/03/2020;0,8;5,5;11;10,8;40;7;50;;
76217001;DIEPPE;1.089;49.932;38;20/03/2020;8,7;6,5;8,9;18;40;12,1;50;;
76217001;DIEPPE;1.089;49.932;38;21/03/2020;0;5,4;8,1;13,6;90;7,3;70;;
76217001;DIEPPE;1.089;49.932;38;22/03/2020;0;2,2;12,1;13,5;100;7,2;70;;
76217001;DIEPPE;1.089;49.932;38;23/03/2020;0;2;12,7;14,3;150;6,4;130;;
76217001;DIEPPE;1.089;49.932;38;24/03/2020;0;1,4;14,1;12;140;7;140;;
76217001;DIEPPE;1.089;49.932;38;25/03/2020;0;0,1;10,1;12,1;50;7,9;50;;
76217001;DIEPPE;1.089;49.932;38;26/03/2020;0;1,8;10,1;13,5;40;8,2;50;;
76217001;DIEPPE;1.089;49.932;38;27/03/2020;0;2,6;9,9;16,9;10;11,6;10;;
76217001;DIEPPE;1.089;49.932;38;28/03/2020;0;7,3;10,2;23,3;20;13,4;40;;
76217001;DIEPPE;1.089;49.932;38;29/03/2020;0;4,9;8;29,8;30;16,4;50;;
76217001;DIEPPE;1.089;49.932;38;30/03/2020;0;0,7;7,6;16,3;10;9,7;40;;
76217001;DIEPPE;1.089;49.932;38;31/03/2020;0;3,5;9,7;15,2;40;10;50;;
76481001;OCTEVILLE;0.092;49.533;94;01/01/2020;0,2;1,7;6,4;6,3;130;4,5;130;;
76481001;OCTEVILLE;0.092;49.533;94;02/01/2020;0,4;5;9,9;12,3;230;8,6;240;;
76481001;OCTEVILLE;0.092;49.533;94;03/01/2020;0,2;7,3;10;13,1;210;9,1;250;;
76481001;OCTEVILLE;0.092;49.533;94;04/01/2020;0,6;6;9,2;14,7;320;8,5;330;;
76481001;OCTEVILLE;0.092;49.533;94;05/01/2020;0,2;7;7,9;8,4;290;5,4;290;;
76481001;OCTEVILLE;0.092;49.533;94;06/01/2020;0,6;2,6;8,5;13,2;260;10;260;;
76481001;OCTEVILLE;0.092;49.533;94;07/01/2020;0;6,2;12,2;12;220;7,4;220;;
76481001;OCTEVILLE;0.092;49.533;94;08/01/2020;2;10,9;12,2;11,4;240;7,2;220;;
76481001;OCTEVILLE;0.092;49.533;94;09/01/2020;11,3;11,2;13;15,1;220;9;210;;
76481001;OCTEVILLE;0.092;49.533;94;10/01/2020;0;6,4;7,6;16,1;350;11,2;350;;
76481001;OCTEVILLE;0.092;49.533;94;11/01/2020;0;6;8,7;12,3;220;7,6;210;;
76481001;OCTEVILLE;0.092;49.533;94;12/01/2020;0,4;7,7;10,9;14,9;240;10;260;;
76481001;OCTEVILLE;0.092;49.533;94;13/01/2020;12,3;5,8;11;17,7;210;10,1;200;;
76481001;OCTEVILLE;0.092;49.533;94;14/01/2020;7,7;8,1;12,5;21;210;12,4;210;;
76481001;OCTEVILLE;0.092;49.533;94;15/01/2020;0,8;8,1;11,1;17,7;210;10,8;200;;
76481001;OCTEVILLE;0.092;49.533;94;16/01/2020;3;4,9;14;16,5;170;8,7;180;;
76481001;OCTEVILLE;0.092;49.533;94;17/01/2020;6;6,4;9,8;18,5;260;12,7;260;;
76481001;OCTEVILLE;0.092;49.533;94;18/01/2020;0,2;3,1;8,3;14,6;260;10,3;260;;
76481001;OCTEVILLE;0.092;49.533;94;19/01/2020;0,6;1,4;8,5;11,9;60;8,2;40;;
76481001;OCTEVILLE;0.092;49.533;94;20/01/2020;0;1,7;6,6;8,3;350;4,6;30;;
76481001;OCTEVILLE;0.092;49.533;94;21/01/2020;0;1,3;6;7;110;4,2;110;;
76481001;OCTEVILLE;0.092;49.533;94;22/01/2020;0;-2,4;5,2;9;110;6,1;110;;
76481001;OCTEVILLE;0.092;49.533;94;23/01/2020;0;-1,1;3,9;9,3;100;5,9;110;;
76481001;OCTEVILLE;0.092;49.533;94;24/01/2020;0;0,4;2,6;6,6;130;4,5;130;;
76481001;OCTEVILLE;0.092;49.533;94;25/01/2020;0;0,9;5,9;7,8;140;5,5;120;;
76481001;OCTEVILLE;0.092;49.533;94;26/01/2020;2;4;10;13,4;220;8,2;200;;
76481001;OCTEVILLE;0.092;49.533;94;27/01/2020;3,2;7,5;10,3;16,1;260;10,7;240;;
76481001;OCTEVILLE;0.092;49.533;94;28/01/2020;5,6;3,1;7,7;24,9;290;15,9;260;;
76481001;OCTEVILLE;0.092;49.533;94;29/01/2020;0,2;4,3;9,2;17,1;260;11,1;280;;
76481001;OCTEVILLE;0.092;49.533;94;30/01/2020;3,8;5,7;12,6;13,1;220;8,5;240;;
76481001;OCTEVILLE;0.092;49.533;94;31/01/2020;11,5;9,7;12,3;12,3;210;8,4;260;;
76481001;OCTEVILLE;0.092;49.533;94;01/02/2020;6;8,4;11,7;14;250;9,6;250;;
76481001;OCTEVILLE;0.092;49.533;94;02/02/2020;4;8;12,2;15,6;250;11;250;;
76481001;OCTEVILLE;0.092;49.533;94;03/02/2020;14;7,5;10,9;18,1;340;12,2;330;;
76481001;OCTEVILLE;0.092;49.533;94;04/02/2020;0,2;6,6;9;23,9;300;13,9;310;;
76481001;OCTEVILLE;0.092;49.533;94;05/02/2020;0;3,2;8,6;7,1;10;5,2;10;;
76481001;OCTEVILLE;0.092;49.533;94;06/02/2020;0;0,6;8,7;10,3;120;7,8;120;;
76481001;OCTEVILLE;0.092;49.533;94;07/02/2020;0,8;1,7;10,3;11,6;200;7,1;120;;
76481001;OCTEVILLE;0.092;49.533;94;08/02/2020;2,8;8;9,4;11,7;200;7,2;210;;
76481001;OCTEVILLE;0.092;49.533;94;09/02/2020;6;7,1;13;27;270;18,4;270;;
76481001;OCTEVILLE;0.092;49.533;94;10/02/2020;7,2;6,5;9,8;31,9;260;20,4;260;;
76481001;OCTEVILLE;0.092;49.533;94;11/02/2020;4,8;3,6;7,6;24,9;270;16,2;290;;
